name,price,currency,rating,reviews_count,availability,url,image_url,source,scraped_at,confidence
"Taparia BS31 Steel Bit ScrewDriver Set (Multicolour, 31-Pieces) 4.3",479.0,,4.3,6500.0,Out of Stock,https://www.amazon.in/Taparia-BS31-Driver-Multicolour-31-Pieces/dp/B0733T6DDB/ref=sr_1_55?_encoding=UTF8&dib=eyJ2IjoiMSJ9.IYXUG60IycFh8zgieyQGo-j4njJi8Tpxr-UJRkMmNk_5oqoGrN-zvbhLZ5eShuc40ZV8fv9BMJm1gf0rCrfcYmkMenNapfHwkD57ZlHRsnVAqAXrY5QOH7k65MyjvMeazn-kk9AldiU-P8MnNeYbJbZlW8r_VVd263CIxWlKHa-WHSy2xBGfu8tLekWpaU7Qn5fOM8w3bXQO0gH2OfZpndJ6JSeCvyG4HL6VaDtDi_k3p_9a79lFvsSk1UDXibOYLMC1uNLqnRggXHKQRWvUxW1OGximFbSVAgEPlrjRHcA.on-EVRmdEPtVGHOi4IHw69vaYOhsnHBEc8JxJQXk1MA&dib_tag=se&qid=1775047756&refinements=p_36%3A20000-150000%2Cp_72%3A1318476031&s=kitchen&sr=1-55&xpid=THkeKGRGwDYUk,https://m.media-amazon.com/images/I/51F+eLGIWSL._AC_UL320_.jpg,dom,2026-04-01T12:49:23.489468Z,0.8074
CLIMAX TABLE BABY VICE REVOLVING CLAMP 40MM [PROFESSIONAL] 4.5,704.0,,4.5,497.0,Out of Stock,https://www.amazon.in/CLIMAX-Table-REVOLVING-CLAMP-Professional/dp/B01E3XWBVU/ref=sr_1_57?_encoding=UTF8&dib=eyJ2IjoiMSJ9.IYXUG60IycFh8zgieyQGo-j4njJi8Tpxr-UJRkMmNk_5oqoGrN-zvbhLZ5eShuc40ZV8fv9BMJm1gf0rCrfcYmkMenNapfHwkD57ZlHRsnVAqAXrY5QOH7k65MyjvMeazn-kk9AldiU-P8MnNeYbJbZlW8r_VVd263CIxWlKHa-WHSy2xBGfu8tLekWpaU7Qn5fOM8w3bXQO0gH2OfZpndJ6JSeCvyG4HL6VaDtDi_k3p_9a79lFvsSk1UDXibOYLMC1uNLqnRggXHKQRWvUxW1OGximFbSVAgEPlrjRHcA.on-EVRmdEPtVGHOi4IHw69vaYOhsnHBEc8JxJQXk1MA&dib_tag=se&qid=1775047756&refinements=p_36%3A20000-150000%2Cp_72%3A1318476031&s=kitchen&sr=1-57&xpid=THkeKGRGwDYUk,https://m.media-amazon.com/images/I/71uiULzPcaL._AC_UL320_.jpg,dom,2026-04-01T12:49:23.489897Z,0.8074
"BIGIMALL Clear/Transparent Acrylic 4 Pieces Plexiglass 1 mm Sheet 12""x6"" DIY Projects 1 mm (1 mm, Transparent, 12x6) Pack of 4pcs for glass painting 4.0",299.0,,4.0,300.0,Out of Stock,https://www.amazon.in/BIGIMALL-Transparent-Plexiglass-Projects-Painting/dp/B097JQLNRW/ref=sr_1_59?_encoding=UTF8&dib=eyJ2IjoiMSJ9.IYXUG60IycFh8zgieyQGo-j4njJi8Tpxr-UJRkMmNk_5oqoGrN-zvbhLZ5eShuc40ZV8fv9BMJm1gf0rCrfcYmkMenNapfHwkD57ZlHRsnVAqAXrY5QOH7k65MyjvMeazn-kk9AldiU-P8MnNeYbJbZlW8r_VVd263CIxWlKHa-WHSy2xBGfu8tLekWpaU7Qn5fOM8w3bXQO0gH2OfZpndJ6JSeCvyG4HL6VaDtDi_k3p_9a79lFvsSk1UDXibOYLMC1uNLqnRggXHKQRWvUxW1OGximFbSVAgEPlrjRHcA.on-EVRmdEPtVGHOi4IHw69vaYOhsnHBEc8JxJQXk1MA&dib_tag=se&qid=1775047756&refinements=p_36%3A20000-150000%2Cp_72%3A1318476031&s=kitchen&sr=1-59&xpid=THkeKGRGwDYUk,https://m.media-amazon.com/images/I/618oJc6gAML._AC_UL320_.jpg,dom,2026-04-01T12:49:23.490369Z,0.8074
"Homdum Non Slip 10 inch Rivet Gun and Rivets, Riveter Nail Gun, Pop Riveter With 150 Aluminum Blind Rivets (Green yellow). 4.0",599.0,,4.0,840.0,Out of Stock,https://www.amazon.in/Homdum%C2%AE-Rivet-Rivets-Riveter-Rivets/dp/B07X4HT78G/ref=sr_1_60?_encoding=UTF8&dib=eyJ2IjoiMSJ9.IYXUG60IycFh8zgieyQGo-j4njJi8Tpxr-UJRkMmNk_5oqoGrN-zvbhLZ5eShuc40ZV8fv9BMJm1gf0rCrfcYmkMenNapfHwkD57ZlHRsnVAqAXrY5QOH7k65MyjvMeazn-kk9AldiU-P8MnNeYbJbZlW8r_VVd263CIxWlKHa-WHSy2xBGfu8tLekWpaU7Qn5fOM8w3bXQO0gH2OfZpndJ6JSeCvyG4HL6VaDtDi_k3p_9a79lFvsSk1UDXibOYLMC1uNLqnRggXHKQRWvUxW1OGximFbSVAgEPlrjRHcA.on-EVRmdEPtVGHOi4IHw69vaYOhsnHBEc8JxJQXk1MA&dib_tag=se&qid=1775047756&refinements=p_36%3A20000-150000%2Cp_72%3A1318476031&s=kitchen&sr=1-60&xpid=THkeKGRGwDYUk,https://m.media-amazon.com/images/I/61H4bAtoBjL._AC_UL320_.jpg,dom,2026-04-01T12:49:23.490822Z,0.8074
"Amazon's Choice Tata Agrico 8 Inch (200 mm) Combination Plier with Anti-Rust Protection, Rubber TPR Cushion Grip | ISO Certified | Smooth Wire Cutting Tool for Gripping, Cutting, Twisting & Bending 4.4",325.0,,4.4,7000.0,Out of Stock,https://www.amazon.in/Combination-Anti-Rust-Protection-Certified-Gripping/dp/B07MKCK8HS/ref=sr_1_61?_encoding=UTF8&dib=eyJ2IjoiMSJ9.IYXUG60IycFh8zgieyQGo-j4njJi8Tpxr-UJRkMmNk_5oqoGrN-zvbhLZ5eShuc40ZV8fv9BMJm1gf0rCrfcYmkMenNapfHwkD57ZlHRsnVAqAXrY5QOH7k65MyjvMeazn-kk9AldiU-P8MnNeYbJbZlW8r_VVd263CIxWlKHa-WHSy2xBGfu8tLekWpaU7Qn5fOM8w3bXQO0gH2OfZpndJ6JSeCvyG4HL6VaDtDi_k3p_9a79lFvsSk1UDXibOYLMC1uNLqnRggXHKQRWvUxW1OGximFbSVAgEPlrjRHcA.on-EVRmdEPtVGHOi4IHw69vaYOhsnHBEc8JxJQXk1MA&dib_tag=se&qid=1775047756&refinements=p_36%3A20000-150000%2Cp_72%3A1318476031&s=kitchen&sr=1-61&xpid=THkeKGRGwDYUk,https://m.media-amazon.com/images/I/41-Po60DGVL._AC_UL320_.jpg,dom,2026-04-01T12:49:23.491070Z,0.8074
"Bosch Professional, Metal Drill Bit, HSS Pointteq, With DIN 338 Standards, Diameter 12mm & Working Length 101mm, Pack Of 5 4.7",1066.0,,4.7,15.0,Out of Stock,https://www.amazon.in/Professional-Pointteq-Standards-Diameter-Working/dp/B078W4PL8W/ref=sr_1_62?_encoding=UTF8&dib=eyJ2IjoiMSJ9.IYXUG60IycFh8zgieyQGo-j4njJi8Tpxr-UJRkMmNk_5oqoGrN-zvbhLZ5eShuc40ZV8fv9BMJm1gf0rCrfcYmkMenNapfHwkD57ZlHRsnVAqAXrY5QOH7k65MyjvMeazn-kk9AldiU-P8MnNeYbJbZlW8r_VVd263CIxWlKHa-WHSy2xBGfu8tLekWpaU7Qn5fOM8w3bXQO0gH2OfZpndJ6JSeCvyG4HL6VaDtDi_k3p_9a79lFvsSk1UDXibOYLMC1uNLqnRggXHKQRWvUxW1OGximFbSVAgEPlrjRHcA.on-EVRmdEPtVGHOi4IHw69vaYOhsnHBEc8JxJQXk1MA&dib_tag=se&qid=1775047756&refinements=p_36%3A20000-150000%2Cp_72%3A1318476031&s=kitchen&sr=1-62&xpid=THkeKGRGwDYUk,https://m.media-amazon.com/images/I/31Au+vmb0jL._AC_UL320_.jpg,dom,2026-04-01T12:49:23.491293Z,0.8074
"Home Decor Luxury Stainless Steel Window/Door Curtain Rods and Pipes for Home and Office (Pipe Only) - Silver Finish (7 Feet, 1 Pipe) 4.0",779.0,,4.0,74.0,Out of Stock,https://www.amazon.in/Luxury-Stainless-Window-Curtain-Office/dp/B0BQJSC34S/ref=sr_1_63?_encoding=UTF8&dib=eyJ2IjoiMSJ9.IYXUG60IycFh8zgieyQGo-j4njJi8Tpxr-UJRkMmNk_5oqoGrN-zvbhLZ5eShuc40ZV8fv9BMJm1gf0rCrfcYmkMenNapfHwkD57ZlHRsnVAqAXrY5QOH7k65MyjvMeazn-kk9AldiU-P8MnNeYbJbZlW8r_VVd263CIxWlKHa-WHSy2xBGfu8tLekWpaU7Qn5fOM8w3bXQO0gH2OfZpndJ6JSeCvyG4HL6VaDtDi_k3p_9a79lFvsSk1UDXibOYLMC1uNLqnRggXHKQRWvUxW1OGximFbSVAgEPlrjRHcA.on-EVRmdEPtVGHOi4IHw69vaYOhsnHBEc8JxJQXk1MA&dib_tag=se&qid=1775047756&refinements=p_36%3A20000-150000%2Cp_72%3A1318476031&s=kitchen&sr=1-63&xpid=THkeKGRGwDYUk,https://m.media-amazon.com/images/I/613MpxEPYaL._AC_UL320_.jpg,dom,2026-04-01T12:49:23.491515Z,0.8074
"BLACK+DECKER BDHT22148 174mm 6-Piece Steel Needle File Set for Cutting & Smootheing Out Surfaces Ideal for Wood, Metal, Plastic for Home & DIY Use, ORANGE & BLACK 4.2",413.0,,4.2,2100.0,Out of Stock,https://www.amazon.in/BDHT22148-6-Piece-Cutting-Smootheing-Surfaces/dp/B07L8G24DD/ref=sr_1_64?_encoding=UTF8&dib=eyJ2IjoiMSJ9.IYXUG60IycFh8zgieyQGo-j4njJi8Tpxr-UJRkMmNk_5oqoGrN-zvbhLZ5eShuc40ZV8fv9BMJm1gf0rCrfcYmkMenNapfHwkD57ZlHRsnVAqAXrY5QOH7k65MyjvMeazn-kk9AldiU-P8MnNeYbJbZlW8r_VVd263CIxWlKHa-WHSy2xBGfu8tLekWpaU7Qn5fOM8w3bXQO0gH2OfZpndJ6JSeCvyG4HL6VaDtDi_k3p_9a79lFvsSk1UDXibOYLMC1uNLqnRggXHKQRWvUxW1OGximFbSVAgEPlrjRHcA.on-EVRmdEPtVGHOi4IHw69vaYOhsnHBEc8JxJQXk1MA&dib_tag=se&qid=1775047756&refinements=p_36%3A20000-150000%2Cp_72%3A1318476031&s=kitchen&sr=1-64&xpid=THkeKGRGwDYUk,https://m.media-amazon.com/images/I/71ckGOu7NlL._AC_UL320_.jpg,dom,2026-04-01T12:49:23.491783Z,0.8074
FREEMANS Leatherette 30m:13mm Fibreglass Measuring Tape - 30m/100ft || Case Reinforced with Stainless Steel Band || Durable Winding Mechanism Handle and Stainless Steel Mouth with End Hook 4.3,398.0,,4.3,2500.0,Out of Stock,https://www.amazon.in/Freemans-FN30-Fiberglass-Leatherette-Measuring/dp/B010M5HD0C/ref=sr_1_65?_encoding=UTF8&dib=eyJ2IjoiMSJ9.IYXUG60IycFh8zgieyQGo-j4njJi8Tpxr-UJRkMmNk_5oqoGrN-zvbhLZ5eShuc40ZV8fv9BMJm1gf0rCrfcYmkMenNapfHwkD57ZlHRsnVAqAXrY5QOH7k65MyjvMeazn-kk9AldiU-P8MnNeYbJbZlW8r_VVd263CIxWlKHa-WHSy2xBGfu8tLekWpaU7Qn5fOM8w3bXQO0gH2OfZpndJ6JSeCvyG4HL6VaDtDi_k3p_9a79lFvsSk1UDXibOYLMC1uNLqnRggXHKQRWvUxW1OGximFbSVAgEPlrjRHcA.on-EVRmdEPtVGHOi4IHw69vaYOhsnHBEc8JxJQXk1MA&dib_tag=se&qid=1775047756&refinements=p_36%3A20000-150000%2Cp_72%3A1318476031&s=kitchen&sr=1-65&xpid=THkeKGRGwDYUk,https://m.media-amazon.com/images/I/61foAMNQ6WL._AC_UL320_.jpg,dom,2026-04-01T12:49:23.492026Z,0.8074
"Best seller GLOBOMOTIVE ABS Junction Box - Waterproof Electronic Project Box Enclosure Case for Electronic Projects, Outdoor, Indoor (100 x 100 x 70 mm) 4.0",309.0,,4.0,335.0,Out of Stock,https://www.amazon.in/GLOBOMOTIVE-ABS-Junction-Box-Waterproof/dp/B0BTMBBTNV/ref=sr_1_66?_encoding=UTF8&dib=eyJ2IjoiMSJ9.IYXUG60IycFh8zgieyQGo-j4njJi8Tpxr-UJRkMmNk_5oqoGrN-zvbhLZ5eShuc40ZV8fv9BMJm1gf0rCrfcYmkMenNapfHwkD57ZlHRsnVAqAXrY5QOH7k65MyjvMeazn-kk9AldiU-P8MnNeYbJbZlW8r_VVd263CIxWlKHa-WHSy2xBGfu8tLekWpaU7Qn5fOM8w3bXQO0gH2OfZpndJ6JSeCvyG4HL6VaDtDi_k3p_9a79lFvsSk1UDXibOYLMC1uNLqnRggXHKQRWvUxW1OGximFbSVAgEPlrjRHcA.on-EVRmdEPtVGHOi4IHw69vaYOhsnHBEc8JxJQXk1MA&dib_tag=se&qid=1775047756&refinements=p_36%3A20000-150000%2Cp_72%3A1318476031&s=kitchen&sr=1-66&xpid=THkeKGRGwDYUk,https://m.media-amazon.com/images/I/41e3XggzheL._AC_UL320_.jpg,dom,2026-04-01T12:49:23.492250Z,0.8074
SELTOS Heavy Duty Pin Type Nylon Office Chair Wheels - Set of 5 Black Casters with 250 kg Load Capacity 4.4,279.0,,4.4,1400.0,Out of Stock,https://www.amazon.in/SELTOS-Office-Wheels-Caster-Capacity/dp/B08ZYV8R1N/ref=sr_1_67?_encoding=UTF8&dib=eyJ2IjoiMSJ9.IYXUG60IycFh8zgieyQGo-j4njJi8Tpxr-UJRkMmNk_5oqoGrN-zvbhLZ5eShuc40ZV8fv9BMJm1gf0rCrfcYmkMenNapfHwkD57ZlHRsnVAqAXrY5QOH7k65MyjvMeazn-kk9AldiU-P8MnNeYbJbZlW8r_VVd263CIxWlKHa-WHSy2xBGfu8tLekWpaU7Qn5fOM8w3bXQO0gH2OfZpndJ6JSeCvyG4HL6VaDtDi_k3p_9a79lFvsSk1UDXibOYLMC1uNLqnRggXHKQRWvUxW1OGximFbSVAgEPlrjRHcA.on-EVRmdEPtVGHOi4IHw69vaYOhsnHBEc8JxJQXk1MA&dib_tag=se&qid=1775047756&refinements=p_36%3A20000-150000%2Cp_72%3A1318476031&s=kitchen&sr=1-67&xpid=THkeKGRGwDYUk,https://m.media-amazon.com/images/I/51kRG37FRcL._AC_UL320_.jpg,dom,2026-04-01T12:49:23.492468Z,0.8074
"STANLEY 71-669 10 in.(250mm) Water Pump Plier Box Joint Curve Steel, Used for Holding Nuts & Bolts and Gripping Irregular Shaped Objects, DIN/ASO/ANSI Compliant 4.4",348.0,,4.4,5600.0,Out of Stock,https://www.amazon.in/Stanley-71-669-10-inch-Water-Plier/dp/B00NB0D98Q/ref=sr_1_68?_encoding=UTF8&dib=eyJ2IjoiMSJ9.IYXUG60IycFh8zgieyQGo-j4njJi8Tpxr-UJRkMmNk_5oqoGrN-zvbhLZ5eShuc40ZV8fv9BMJm1gf0rCrfcYmkMenNapfHwkD57ZlHRsnVAqAXrY5QOH7k65MyjvMeazn-kk9AldiU-P8MnNeYbJbZlW8r_VVd263CIxWlKHa-WHSy2xBGfu8tLekWpaU7Qn5fOM8w3bXQO0gH2OfZpndJ6JSeCvyG4HL6VaDtDi_k3p_9a79lFvsSk1UDXibOYLMC1uNLqnRggXHKQRWvUxW1OGximFbSVAgEPlrjRHcA.on-EVRmdEPtVGHOi4IHw69vaYOhsnHBEc8JxJQXk1MA&dib_tag=se&qid=1775047756&refinements=p_36%3A20000-150000%2Cp_72%3A1318476031&s=kitchen&sr=1-68&xpid=THkeKGRGwDYUk,https://m.media-amazon.com/images/I/61bWnaG9DOL._AC_UL320_.jpg,dom,2026-04-01T12:49:23.492709Z,0.8074
"uxcell 11""x7.5""x5.1""(280mmx190mmx130mm) ABS Junction Box Universal Project Enclosure w PC Transparent Cover 4.2",648.0,,4.2,69.0,Out of Stock,https://www.amazon.in/11-x7-5-x5-1-280mmx190mmx130mm-Transparent/dp/B0714N29NH/ref=sr_1_69?_encoding=UTF8&dib=eyJ2IjoiMSJ9.IYXUG60IycFh8zgieyQGo-j4njJi8Tpxr-UJRkMmNk_5oqoGrN-zvbhLZ5eShuc40ZV8fv9BMJm1gf0rCrfcYmkMenNapfHwkD57ZlHRsnVAqAXrY5QOH7k65MyjvMeazn-kk9AldiU-P8MnNeYbJbZlW8r_VVd263CIxWlKHa-WHSy2xBGfu8tLekWpaU7Qn5fOM8w3bXQO0gH2OfZpndJ6JSeCvyG4HL6VaDtDi_k3p_9a79lFvsSk1UDXibOYLMC1uNLqnRggXHKQRWvUxW1OGximFbSVAgEPlrjRHcA.on-EVRmdEPtVGHOi4IHw69vaYOhsnHBEc8JxJQXk1MA&dib_tag=se&qid=1775047756&refinements=p_36%3A20000-150000%2Cp_72%3A1318476031&s=kitchen&sr=1-69&xpid=THkeKGRGwDYUk,https://m.media-amazon.com/images/I/61v6k4R+pqL._AC_UL320_.jpg,dom,2026-04-01T12:49:23.492918Z,0.8074
"STANLEY 71-642 12''/300mm Stilson Type Pipe Wrench, Quick Adjustable Jaw, 55mm Max. Jaw Opening, Used in Plumbing, Ideal for Turning and Fitting Pipes of Round Surfaces 4.3",476.0,,4.3,6000.0,Out of Stock,https://www.amazon.in/71-642-Construction-Heavy-Duty-Applications-Professional/dp/B00OB5E64G/ref=sr_1_70?_encoding=UTF8&dib=eyJ2IjoiMSJ9.IYXUG60IycFh8zgieyQGo-j4njJi8Tpxr-UJRkMmNk_5oqoGrN-zvbhLZ5eShuc40ZV8fv9BMJm1gf0rCrfcYmkMenNapfHwkD57ZlHRsnVAqAXrY5QOH7k65MyjvMeazn-kk9AldiU-P8MnNeYbJbZlW8r_VVd263CIxWlKHa-WHSy2xBGfu8tLekWpaU7Qn5fOM8w3bXQO0gH2OfZpndJ6JSeCvyG4HL6VaDtDi_k3p_9a79lFvsSk1UDXibOYLMC1uNLqnRggXHKQRWvUxW1OGximFbSVAgEPlrjRHcA.on-EVRmdEPtVGHOi4IHw69vaYOhsnHBEc8JxJQXk1MA&dib_tag=se&qid=1775047756&refinements=p_36%3A20000-150000%2Cp_72%3A1318476031&s=kitchen&sr=1-70&xpid=THkeKGRGwDYUk,https://m.media-amazon.com/images/I/61Xqw+wKVCL._AC_UL320_.jpg,dom,2026-04-01T12:49:23.493149Z,0.8074
