name,description,price,currency,rating,reviews_count,availability,url,image_url,source,scraped_at,confidence
"Callmate Ultrafuse Max 50000mAh Ultra High Capacity Power Bank, 23W Fast Charging |Digital Display |4 USB Output Ports & 3 Input |LED Light with SOS| for Smartphones & Other Devices 3.6",,2599.0,,3.6,277.0,,https://www.amazon.in/Callmate-Ultrafuse-50000mAh-Capacity-Smartphones/dp/B0CCDN6Y2K/ref=sr_1_29?dib=eyJ2IjoiMSJ9.6Ugh6_PT9RuRHZ0YSBavhQxpV2TM35vSGBT6PdMgSYS3fzncicmFxgpgxfUODUt9lSQilDwIfv9A83UxLYfWwzyJ9hAvCaxGgz6CxEeaeuUhtYtjE4YThpVMtj6EsaHkErlCl00z8JSM14GRjbZOV-wgiHQJjkBkdkRGcZUHhdNiVjF3PbgLjfjkb5VBQdYwm-WBKnI44e5F9ZtofEiF3bSY1QsmoyMb5pRZL8xqIt0.oK2re33XSVpNvYz7Q1VnLKZOV335yLSePKNzl2iuDfc&dib_tag=se&keywords=power+bank&qid=1775050206&refinements=p_36%3A100000-500000&sr=8-29&xpid=MF-idPesUNEDq,https://m.media-amazon.com/images/I/51Qo2c+7FlL._AC_UY218_.jpg,dom,2026-04-01T13:30:30.827092Z,0.7498
"Beetel Volte Series PB20 20000mAh Power Bank 22.5W Fast Charging | Triple Output QC3.0, PD3.0 & PPS | Pass Through Charging | Designed for Apple iPhone, Samsung, OnePlus and All Smartphones | Green 4.9",,1049.0,,4.9,23.0,,https://www.amazon.in/Beetel-20000mAh-Charging-Designed-Smartphones/dp/B0GHKX2ZJM/ref=sr_1_30?dib=eyJ2IjoiMSJ9.6Ugh6_PT9RuRHZ0YSBavhQxpV2TM35vSGBT6PdMgSYS3fzncicmFxgpgxfUODUt9lSQilDwIfv9A83UxLYfWwzyJ9hAvCaxGgz6CxEeaeuUhtYtjE4YThpVMtj6EsaHkErlCl00z8JSM14GRjbZOV-wgiHQJjkBkdkRGcZUHhdNiVjF3PbgLjfjkb5VBQdYwm-WBKnI44e5F9ZtofEiF3bSY1QsmoyMb5pRZL8xqIt0.oK2re33XSVpNvYz7Q1VnLKZOV335yLSePKNzl2iuDfc&dib_tag=se&keywords=power+bank&qid=1775050206&refinements=p_36%3A100000-500000&sr=8-30&xpid=MF-idPesUNEDq,https://m.media-amazon.com/images/I/51btJkOBKKL._AC_UY218_.jpg,dom,2026-04-01T13:30:30.827386Z,0.7498
"pTron 20000mAh Powerbank w/ 22.5W Fast Charging, USB & Type C Output, Built-in Cables, Compatible w/Power Delivery, Quick Charge for iPhone, Android Mobile & Tablets, Dynamo Storm (Indigo Blue) 4.5",,1199.0,,4.5,71.0,,https://www.amazon.in/pTron-Powerbank-Compatible-Dynamo-Storm/dp/B0GFMVCVL2/ref=sr_1_31?dib=eyJ2IjoiMSJ9.6Ugh6_PT9RuRHZ0YSBavhQxpV2TM35vSGBT6PdMgSYS3fzncicmFxgpgxfUODUt9lSQilDwIfv9A83UxLYfWwzyJ9hAvCaxGgz6CxEeaeuUhtYtjE4YThpVMtj6EsaHkErlCl00z8JSM14GRjbZOV-wgiHQJjkBkdkRGcZUHhdNiVjF3PbgLjfjkb5VBQdYwm-WBKnI44e5F9ZtofEiF3bSY1QsmoyMb5pRZL8xqIt0.oK2re33XSVpNvYz7Q1VnLKZOV335yLSePKNzl2iuDfc&dib_tag=se&keywords=power+bank&qid=1775050206&refinements=p_36%3A100000-500000&sr=8-31&xpid=MF-idPesUNEDq,https://m.media-amazon.com/images/I/51pbYkVF2jL._AC_UY218_.jpg,dom,2026-04-01T13:30:30.827983Z,0.7498
"Boat EnergyShroom PB331 (Magsafe) 10000mAh Magnetic Wireless Powerbank, 15W Wireless & 22.5W Wired Charging for (iPhone 16, 15, 14, 13 & 12, Android & Other Qi Enabled Devices) (Purple) 3.9",,1499.0,,3.9,2400.0,,https://www.amazon.in/boAt-EnergyShroom-10000mAh-Magnetic-Powerbank/dp/B0F4XRZ81C/ref=sr_1_32?dib=eyJ2IjoiMSJ9.6Ugh6_PT9RuRHZ0YSBavhQxpV2TM35vSGBT6PdMgSYS3fzncicmFxgpgxfUODUt9lSQilDwIfv9A83UxLYfWwzyJ9hAvCaxGgz6CxEeaeuUhtYtjE4YThpVMtj6EsaHkErlCl00z8JSM14GRjbZOV-wgiHQJjkBkdkRGcZUHhdNiVjF3PbgLjfjkb5VBQdYwm-WBKnI44e5F9ZtofEiF3bSY1QsmoyMb5pRZL8xqIt0.oK2re33XSVpNvYz7Q1VnLKZOV335yLSePKNzl2iuDfc&dib_tag=se&keywords=power+bank&qid=1775050206&refinements=p_36%3A100000-500000&sr=8-32&xpid=MF-idPesUNEDq,https://m.media-amazon.com/images/I/61z0YKs4J8L._AC_UY218_.jpg,dom,2026-04-01T13:30:30.828280Z,0.7498
"URBN Lithium_Polymer 20000 mAh 22.5W Super Fast Charging Ultra Compact Power Bank with Quick Charge & Power Delivery, Type C Input/Output, Made in India, Type C Cable Included (Camo) 3.7",,1299.0,,3.7,4900.0,,https://www.amazon.in/URBN-20000-22-5W-Charging-Output/dp/B08JW1GVS7/ref=sr_1_33?dib=eyJ2IjoiMSJ9.6Ugh6_PT9RuRHZ0YSBavhQxpV2TM35vSGBT6PdMgSYS3fzncicmFxgpgxfUODUt9lSQilDwIfv9A83UxLYfWwzyJ9hAvCaxGgz6CxEeaeuUhtYtjE4YThpVMtj6EsaHkErlCl00z8JSM14GRjbZOV-wgiHQJjkBkdkRGcZUHhdNiVjF3PbgLjfjkb5VBQdYwm-WBKnI44e5F9ZtofEiF3bSY1QsmoyMb5pRZL8xqIt0.oK2re33XSVpNvYz7Q1VnLKZOV335yLSePKNzl2iuDfc&dib_tag=se&keywords=power+bank&qid=1775050206&refinements=p_36%3A100000-500000&sr=8-33&xpid=MF-idPesUNEDq,https://m.media-amazon.com/images/I/61CRsa2N6aL._AC_UY218_.jpg,dom,2026-04-01T13:30:30.828568Z,0.7498
"Ambrane 20000mAh 35W Fast Charging Small Pocket Size Powerbank, Hanging InBuilt Type C Cable, Type C PD & USB Output for iPhone, Android Mobiles & Other Devices (PowerMini 20, Blue) 3.8",,2199.0,,3.8,428.0,,https://www.amazon.in/Ambrane-20000mAh-Powerbank-PowerMini-20/dp/B0FQVL68BH/ref=sr_1_34?dib=eyJ2IjoiMSJ9.6Ugh6_PT9RuRHZ0YSBavhQxpV2TM35vSGBT6PdMgSYS3fzncicmFxgpgxfUODUt9lSQilDwIfv9A83UxLYfWwzyJ9hAvCaxGgz6CxEeaeuUhtYtjE4YThpVMtj6EsaHkErlCl00z8JSM14GRjbZOV-wgiHQJjkBkdkRGcZUHhdNiVjF3PbgLjfjkb5VBQdYwm-WBKnI44e5F9ZtofEiF3bSY1QsmoyMb5pRZL8xqIt0.oK2re33XSVpNvYz7Q1VnLKZOV335yLSePKNzl2iuDfc&dib_tag=se&keywords=power+bank&qid=1775050206&refinements=p_36%3A100000-500000&sr=8-34&xpid=MF-idPesUNEDq,https://m.media-amazon.com/images/I/71m7IyD0xCL._AC_UY218_.jpg,dom,2026-04-01T13:30:30.828858Z,0.7498
"Beetel Volte Series PB20 20000mAh Power Bank 22.5W Fast Charging |Triple Output QC3.0, PD3.0 & PPS | Pass Through Charging | Designed for Apple iPhone, Samsung, OnePlus and All Smartphones | Black 4.4",,1049.0,,4.4,33.0,,https://www.amazon.in/Beetel-20000mAh-Charging-Designed-Smartphones/dp/B0GHL3KLX4/ref=sr_1_35?dib=eyJ2IjoiMSJ9.6Ugh6_PT9RuRHZ0YSBavhQxpV2TM35vSGBT6PdMgSYS3fzncicmFxgpgxfUODUt9lSQilDwIfv9A83UxLYfWwzyJ9hAvCaxGgz6CxEeaeuUhtYtjE4YThpVMtj6EsaHkErlCl00z8JSM14GRjbZOV-wgiHQJjkBkdkRGcZUHhdNiVjF3PbgLjfjkb5VBQdYwm-WBKnI44e5F9ZtofEiF3bSY1QsmoyMb5pRZL8xqIt0.oK2re33XSVpNvYz7Q1VnLKZOV335yLSePKNzl2iuDfc&dib_tag=se&keywords=power+bank&qid=1775050206&refinements=p_36%3A100000-500000&sr=8-35&xpid=MF-idPesUNEDq,https://m.media-amazon.com/images/I/51fQBrD3EiL._AC_UY218_.jpg,dom,2026-04-01T13:30:30.829158Z,0.7498
LAPCARE Bolt Pro 20000Mah Transparent Power Bank | 22.5 W Type-C PD Fast Charging | Dual USB QC Port | Led Display | Multi Circuit Protection | Made in India 3.8,,1199.0,,3.8,588.0,,https://www.amazon.in/LAPCARE-20000Mah-Transparent-Charging-Protection/dp/B0CP811WT9/ref=sr_1_36?dib=eyJ2IjoiMSJ9.6Ugh6_PT9RuRHZ0YSBavhQxpV2TM35vSGBT6PdMgSYS3fzncicmFxgpgxfUODUt9lSQilDwIfv9A83UxLYfWwzyJ9hAvCaxGgz6CxEeaeuUhtYtjE4YThpVMtj6EsaHkErlCl00z8JSM14GRjbZOV-wgiHQJjkBkdkRGcZUHhdNiVjF3PbgLjfjkb5VBQdYwm-WBKnI44e5F9ZtofEiF3bSY1QsmoyMb5pRZL8xqIt0.oK2re33XSVpNvYz7Q1VnLKZOV335yLSePKNzl2iuDfc&dib_tag=se&keywords=power+bank&qid=1775050206&refinements=p_36%3A100000-500000&sr=8-36&xpid=MF-idPesUNEDq,https://m.media-amazon.com/images/I/61Wisdhl64L._AC_UY218_.jpg,dom,2026-04-01T13:30:30.829430Z,0.7498
"Boat EnergyShroom PB331 (Magsafe) 10000mAh Magnetic Wireless Powerbank, 15W Wireless & 22.5W Wired Charging for (iPhone 16, 15, 14, 13 & 12, Android & Other Qi Enabled Devices) (Purple) Boat EnergyShroom PB331 (Magsafe)",,2474.0,,3.9,,,https://aax-eu-zaz.amazon.in/x/c/JKyzTRshx29chlMpCa6fTxQAAAGdSTytqgoAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDIgICC-DWtG/clv1c_ek-wBIfXYsbYHs92kRqga5B46ZU_8Qg5CcyTqSeNMO9EfR8X3D4oNWc32fiMlJWT-g1lwC-FnKRh2UU-LDvYchl6v36JntqeqJIe64k9B_2eq9fz7gLrO47kCp_2olShN1gZrBPG2jaYo8Sb2wLNjXycDMQcmGFa0sX_kzKr1E4fHm8VRqAuT09Vie12opBfxnPYhOcPmf7s5WV8u0Gc4AKbHhQoAAeygLL6LPwmSzqNDMlDInVx2od8CkKp9rnfSd97hRl1KeVKSy_enwPojk4BpbKi854An_AN6gaq9Ji8GrNAXlOIzplYYQSjALCKgO2lKjobBX5IJaFwX7oxJlrf6fHG_P87yHZteKRq70bV_UVKKGySXblp8Q65Lv1NMe9BDTxVsoz7DpuFXG9Rzt_dXv967karWzzzOmu2oJxc4giV0mJeBMKjx84NBzkIgmrruD2Ve1pa-LcbA8FmLjRRZSDOLx5soKLl_KTe35oRMzZlu26x_AgBdmVkFjKLD6SiY80VTwRglWgb0ykf7_rD4V3xc6BxM_3p_PnHRz13WYjk4NxK6gY4L-_MZ3Kpfq7Cl9fEAkPZZIy_90x_QFRk9s9cKHUjk0v_uZjduth6t5Eltq53v5Au0xNmCJaCQtr9qe6hKd17lzhKOK2PE49D4A-hUChLHQNC0STN75ArJdf-kcKlikMGbo9sfKzl0yTCJRexBL3hWB3vmQGbSdVcUQVeYtHznzUyZ86pVpWpyvx6kZZanZHlLsPooSd20t5B4ZxkbjWIAthJlsIr32iVQqOXxht0dvt6eGVeL5V_GBCLmAgLBCwtfP5sLAbxcnH7jwI428sEyqZLdC2Q1Uwn9m0rhE6sGQ3X_1BCMF6C3Y-c1chBrydLsOg1qVsoRw95vn1ayfdSCjyo3oschvK5PpQlJoNkmxZGAaM7dKVBKJ6B04Yms6lriu3lGVsCgMqzcjF7s3Dw31nsxUMyiroZoEe70R86FMisv2lFCjh2cWP6vxZnsBe6DVchDkZKuJUhISCIvl5NI77uVZn9wWTnjHVwDaR3q3aYoFAD0hfDbUhXrgoAEnLcUMTl_7SxMJuONaEbmF9CrOg0PjLnS8_bG-qKstPy9iOPB4k-mgYdMhvdxgtsvHZMTL0qM_PN3TsFH9d4md0-0wZjza1tQUo9uW-3ILCxMHAnDukzrn02hunbvGO4stN-jhwJQIrHaAJEaw6JLFOKxWXbyBhJbxgKLco0zmwntGQ3ygFlhhp5NjAAaR9W7iIUl4zBp70FOg_HmpUXa_sn4SkYOMssuygUA4-7Z3s-ZEeSddQ53VA-wGP8vyTeQ6rRQ8r44SFRYyTuew0VBAL2Ys4yP1OtFuCKAtFDp4pJOzKqhlUGOZo3zDRK7q51Wqi9KrFZ60eGNebZSqfnHmeV9TW68HRC6-pTF3erPJFe5IhBguMDyjz56SCqlLBP_cYWkWEBn6CnWdP7MBusByXmBgLivqTfRMBfaArl5ve3otv1HwISsHfHxvLaNKrrTmUo0-J0U3HJno9l5rbfMJQJ8_odSdRd2eAqBmgBuKc0m5_9ujfLZ1AVssBCG2ly-YSs3-ajN0LY8kjCKCZzb7cMeB5xlsyQapTEIqpa1FYKJJ4wBRRWzsGSiRQWLk3oU4fPi8ixwyTqdfePKVmu2169OCbuGEc_JnkpZLzvbv1zal2XFhq5w2k4nC9zrRObs-YlS0tDmBtyI1ABDFYZHxsLVos/https://www.amazon.in/gp/aw/d/B0F4XRZ81C/?_encoding=UTF8&pd_rd_plhdr=t&aaxitk=b031f7a037fac4c7eed1dd5b99b6f3f3&hsa_cr_id=0&qid=1775050206&sr=1-1-d1b252a8-8353-460e-bdc6-111d37100a16&aref=dCaCFSniE0&ref_=sbx__sbtcd2_asin_0_bkgd&pd_rd_w=3MxBQ&content-id=amzn1.sym.2a0a8b4c-5bf1-4a2d-8738-f92f8244e32a%3Aamzn1.sym.2a0a8b4c-5bf1-4a2d-8738-f92f8244e32a&pf_rd_p=2a0a8b4c-5bf1-4a2d-8738-f92f8244e32a&pf_rd_r=0D2F3RR9QGGAW5K0HY4F&pd_rd_wg=dRlzB&pd_rd_r=570cf979-bf08-441c-a7b3-e434aea6c715,"https://m.media-amazon.com/images/I/61z0YKs4J8L._AC_SR322,134_CB1169409_QL70_.jpg",dom,2026-04-01T13:30:30.830691Z,0.6918
"Boat EnergyShroom PB331 (Magsafe) 10000mAh Magnetic Wireless Powerbank, 15W Wireless & 22.5W Wired Charging for (iPhone 16, 15, 14, 13 & 12, Android & Other Qi Enabled Devices) (Ash Black) Boat EnergyShroom PB331 (Magsaf",,2474.0,,3.9,,,https://aax-eu-zaz.amazon.in/x/c/JKyzTRshx29chlMpCa6fTxQAAAGdSTytqgoAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDIgICC-DWtG/clv1c_ek-wBIfXYsbYHs92kRqga5B46ZU_8Qg5CcyTqSeNMO9EfR8X3D4oNWc32fiMlJWT-g1lwC-FnKRh2UU-LDvYchl6v36JntqeqJIe64k9B_2eq9fz7gLrO47kCp_2olShN1gZrBPG2jaYo8Sb2wLNjXycDMQcmGFa0sX_kzKr1E4fHm8VRqAuT09Vie12opBfxnPYhOcPmf7s5WV8u0Gc4AKbHhQoAAeygLL6LPwmSzqNDMlDInVx2od8CkKp9rnfSd97hRl1KeVKSy_enwPojk4BpbKi854An_AN6gaq9Ji8GrNAXlOIzplYYQSjALCKgO2lKjobBX5IJaFwX7oxJlrf6fHG_P87yHZteKRq70bV_UVKKGySXblp8Q65Lv1NMe9BDTxVsoz7DpuFXG9Rzt_dXv967karWzzzOmu2oJxc4giV0mJeBMKjx84NBzkIgmrruD2Ve1pa-LcbA8FmLjRRZSDOLx5soKLl_KTe35oRMzZlu26x_AgBdmVkFjKLD6SiY80VTwRglWgb0ykf7_rD4V3xc6BxM_3p_PnHRz13WYjk4NxK6gY4L-_MZ3Kpfq7Cl9fEAkPZZIy_90x_QFRk9s9cKHUjk0v_uZjduth6t5Eltq53v5Au0xNmCJaCQtr9qe6hKd17lzhKOK2PE49D4A-hUChLHQNC0STN75ArJdf-kcKlikMGbo9sfKzl0yTCJRexBL3hWB3vmQGbSdVcUQVeYtHznzUyZ86pVpWpyvx6kZZanZHlLsPooSd20t5B4ZxkbjWIAthJlsIr32iVQqOXxht0dvt6eGVeL5V_GBCLmAgLBCwtfP5sLAbxcnH7jwI428sEyqZLdC2Q1Uwn9m0rhE6sGQ3X_1BCMF6C3Y-c1chBrydLsOg1qVsoRw95vn1ayfdSCjyo3oschvK5PpQlJoNkmxZGAaM7dKVBKJ6B04Yms6lriu3lGVsCgMqzcjF7s3Dw31nsxUMyiroZoEe70R86FMisv2lFCjh2cWP6vxZnsBe6DVchDkZKuJUhISCIvl5NI77uVZn9wWTnjHVwDaR3q3aYoFAD0hfDbUhXrgoAEnLcUMTl_7SxMJuONaEbmF9CrOg0PjLnS8_bG-qKstPy9iOPB4k-mgYdMhvdxgtsvHZMTL0qM_PN3TsFH9d4md0-0wZjza1tQUo9uW-3ILCxMHAnDukzrn02hunbvGO4stN-jhwJQIrHaAJEaw6JLFOKxWXbyBhJbxgKLco0zmwntGQ3ygFlhhp5NjAAaR9W7iIUl4zBp70FOg_HmpUXa_sn4SkYOMssuygUA4-7Z3s-ZEeSddQ53VA-wGP8vyTeQ6rRQ8r44SFRYyTuew0VBAL2Ys4yP1OtFuCKAtFDp4pJOzKqhlUGOZo3zDRK7q51Wqi9KrFZ60eGNebZSqfnHmeV9TW68HRC6-pTF3erPJFe5IhBguMDyjz56SCqlLBP_cYWkWEBn6CnWdP7MBusByXmBgLivqTfRMBfaArl5ve3otv1HwISsHfHxvLaNKrrTmUo0-J0U3HJno9l5rbfMJQJ8_odSdRd2eAqBmgBuKc0m5_9ujfLZ1AVssBCG2ly-YSs3-ajN0LY8kjCKCZzb7cMeB5xlsyQapTEIqpa1FYKJJ4wBRRWzsGSiRQWLk3oU4fPi8ixwyTqdfePKVmu2169OCbuGEc_JnkpZLzvbv1zal2XFhq5w2k4nC9zrRObs-YlS0tDmBtyI1ABDFYZHxsLVos/https://www.amazon.in/gp/aw/d/B0F4XNVDMF/?_encoding=UTF8&pd_rd_plhdr=t&aaxitk=b031f7a037fac4c7eed1dd5b99b6f3f3&hsa_cr_id=0&qid=1775050206&sr=1-2-d1b252a8-8353-460e-bdc6-111d37100a16&aref=dCaCFSniE0&ref_=sbx__sbtcd2_asin_1_bkgd&pd_rd_w=3MxBQ&content-id=amzn1.sym.2a0a8b4c-5bf1-4a2d-8738-f92f8244e32a%3Aamzn1.sym.2a0a8b4c-5bf1-4a2d-8738-f92f8244e32a&pf_rd_p=2a0a8b4c-5bf1-4a2d-8738-f92f8244e32a&pf_rd_r=0D2F3RR9QGGAW5K0HY4F&pd_rd_wg=dRlzB&pd_rd_r=570cf979-bf08-441c-a7b3-e434aea6c715,"https://m.media-amazon.com/images/I/71a43QAR+sL._AC_SR322,134_CB1169409_QL70_.jpg",dom,2026-04-01T13:30:30.831045Z,0.6918
"Boat EnergyShroom PB331 (Magsafe) 10000mAh Magnetic Wireless Powerbank, 15W Wireless & 22.5W Wired Charging for (iPhone 16, 15, 14, 13 & 12, Android & Other Qi Enabled Devices) (Wine Red) Boat EnergyShroom PB331 (Magsafe",,2474.0,,3.9,,,https://aax-eu-zaz.amazon.in/x/c/JKyzTRshx29chlMpCa6fTxQAAAGdSTytqgoAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDIgICC-DWtG/clv1c_ek-wBIfXYsbYHs92kRqga5B46ZU_8Qg5CcyTqSeNMO9EfR8X3D4oNWc32fiMlJWT-g1lwC-FnKRh2UU-LDvYchl6v36JntqeqJIe64k9B_2eq9fz7gLrO47kCp_2olShN1gZrBPG2jaYo8Sb2wLNjXycDMQcmGFa0sX_kzKr1E4fHm8VRqAuT09Vie12opBfxnPYhOcPmf7s5WV8u0Gc4AKbHhQoAAeygLL6LPwmSzqNDMlDInVx2od8CkKp9rnfSd97hRl1KeVKSy_enwPojk4BpbKi854An_AN6gaq9Ji8GrNAXlOIzplYYQSjALCKgO2lKjobBX5IJaFwX7oxJlrf6fHG_P87yHZteKRq70bV_UVKKGySXblp8Q65Lv1NMe9BDTxVsoz7DpuFXG9Rzt_dXv967karWzzzOmu2oJxc4giV0mJeBMKjx84NBzkIgmrruD2Ve1pa-LcbA8FmLjRRZSDOLx5soKLl_KTe35oRMzZlu26x_AgBdmVkFjKLD6SiY80VTwRglWgb0ykf7_rD4V3xc6BxM_3p_PnHRz13WYjk4NxK6gY4L-_MZ3Kpfq7Cl9fEAkPZZIy_90x_QFRk9s9cKHUjk0v_uZjduth6t5Eltq53v5Au0xNmCJaCQtr9qe6hKd17lzhKOK2PE49D4A-hUChLHQNC0STN75ArJdf-kcKlikMGbo9sfKzl0yTCJRexBL3hWB3vmQGbSdVcUQVeYtHznzUyZ86pVpWpyvx6kZZanZHlLsPooSd20t5B4ZxkbjWIAthJlsIr32iVQqOXxht0dvt6eGVeL5V_GBCLmAgLBCwtfP5sLAbxcnH7jwI428sEyqZLdC2Q1Uwn9m0rhE6sGQ3X_1BCMF6C3Y-c1chBrydLsOg1qVsoRw95vn1ayfdSCjyo3oschvK5PpQlJoNkmxZGAaM7dKVBKJ6B04Yms6lriu3lGVsCgMqzcjF7s3Dw31nsxUMyiroZoEe70R86FMisv2lFCjh2cWP6vxZnsBe6DVchDkZKuJUhISCIvl5NI77uVZn9wWTnjHVwDaR3q3aYoFAD0hfDbUhXrgoAEnLcUMTl_7SxMJuONaEbmF9CrOg0PjLnS8_bG-qKstPy9iOPB4k-mgYdMhvdxgtsvHZMTL0qM_PN3TsFH9d4md0-0wZjza1tQUo9uW-3ILCxMHAnDukzrn02hunbvGO4stN-jhwJQIrHaAJEaw6JLFOKxWXbyBhJbxgKLco0zmwntGQ3ygFlhhp5NjAAaR9W7iIUl4zBp70FOg_HmpUXa_sn4SkYOMssuygUA4-7Z3s-ZEeSddQ53VA-wGP8vyTeQ6rRQ8r44SFRYyTuew0VBAL2Ys4yP1OtFuCKAtFDp4pJOzKqhlUGOZo3zDRK7q51Wqi9KrFZ60eGNebZSqfnHmeV9TW68HRC6-pTF3erPJFe5IhBguMDyjz56SCqlLBP_cYWkWEBn6CnWdP7MBusByXmBgLivqTfRMBfaArl5ve3otv1HwISsHfHxvLaNKrrTmUo0-J0U3HJno9l5rbfMJQJ8_odSdRd2eAqBmgBuKc0m5_9ujfLZ1AVssBCG2ly-YSs3-ajN0LY8kjCKCZzb7cMeB5xlsyQapTEIqpa1FYKJJ4wBRRWzsGSiRQWLk3oU4fPi8ixwyTqdfePKVmu2169OCbuGEc_JnkpZLzvbv1zal2XFhq5w2k4nC9zrRObs-YlS0tDmBtyI1ABDFYZHxsLVos/https://www.amazon.in/gp/aw/d/B0F4XNZMBZ/?_encoding=UTF8&pd_rd_plhdr=t&aaxitk=b031f7a037fac4c7eed1dd5b99b6f3f3&hsa_cr_id=0&qid=1775050206&sr=1-3-d1b252a8-8353-460e-bdc6-111d37100a16&aref=dCaCFSniE0&ref_=sbx__sbtcd2_asin_2_bkgd&pd_rd_w=3MxBQ&content-id=amzn1.sym.2a0a8b4c-5bf1-4a2d-8738-f92f8244e32a%3Aamzn1.sym.2a0a8b4c-5bf1-4a2d-8738-f92f8244e32a&pf_rd_p=2a0a8b4c-5bf1-4a2d-8738-f92f8244e32a&pf_rd_r=0D2F3RR9QGGAW5K0HY4F&pd_rd_wg=dRlzB&pd_rd_r=570cf979-bf08-441c-a7b3-e434aea6c715,"https://m.media-amazon.com/images/I/71djz0fw6OL._AC_SR322,134_CB1169409_QL70_.jpg",dom,2026-04-01T13:30:30.831383Z,0.6918
